Tournament,Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Winner,Rank_1,Rank_2,Score
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Ram R.,Lopez F.,Lopez F.,72,21,6-7 4-6 4-6
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Ramos-Vinolas A.,Pospisil V.,Ramos-Vinolas A.,36,44,6-4 3-6 6-3 6-4
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Skugor F.,Paire B.,Paire B.,194,23,6-3 6-7 6-2 3-6 8-10
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Thompson J.,Bautista Agut R.,Bautista Agut R.,88,15,3-6 3-6 3-6
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Tsonga J.W.,Cervantes I.,Tsonga J.W.,12,75,6-4 7-6 6-4
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Tursunov D.,Sousa J.,Sousa J.,453,31,6-3 6-7 6-4 3-6 5-7
Wimbledon,2016-06-28,Grand Slam,Outdoor,Grass,1st Round,5,Wawrinka S.,Fritz T.,Wawrinka S.,5,65,7-6 6-1 6-7 6-4
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Albot R.,Elias G.,Albot R.,110,92,3-6 6-2 7-5 6-4
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Berdych T.,Dodig I.,Berdych T.,9,74,7-6 5-7 6-1 7-6
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Mathieu P.H.,Zverev A.,Zverev A.,59,28,3-6 4-6 2-6
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Mayer F.,Thiem D.,Thiem D.,80,8,5-7 4-6 4-6
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Sijsling I.,Vesely J.,Vesely J.,118,64,2-6 4-6 6-7
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,1st Round,5,Tomic B.,Verdasco F.,Tomic B.,19,53,4-6 6-3 6-3 3-6 6-4
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Djokovic N.,Mannarino A.,Djokovic N.,1,55,6-4 6-3 7-6
Wimbledon,2016-06-29,Grand Slam,Outdoor,Grass,2nd Round,5,Willis M.,Federer R.,Federer R.,772,3,0-6 3-6 4-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Barton M.,Olivetti A.,Barton M.,248,793,6-7 7-6 6-3 6-7 14-12
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Copil M.,Pouille L.,Pouille L.,174,30,4-6 6-4 4-6 1-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Delbonis F.,Fognini F.,Fognini F.,38,35,4-6 6-1 7-6 2-6 3-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Isner J.,Baghdatis M.,Isner J.,17,40,7-6 7-6 6-3
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Young D.,Mayer L.,Young D.,69,90,6-4 7-5 3-6 6-3
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,1st Round,5,Zeballos H.,Youzhny M.,Youzhny M.,83,70,4-6 4-6 6-3 1-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Almagro N.,Istomin D.,Istomin D.,47,116,4-6 6-7 2-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Chardy J.,Johnson S.,Johnson S.,34,29,1-6 6-7 3-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Cilic M.,Stakhovsky S.,Cilic M.,13,94,6-2 6-7 6-4 6-4
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Dolgopolov O.,Evans D.,Evans D.,33,91,6-7 4-6 1-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Ferrer D.,Mahut N.,Mahut N.,14,51,1-6 4-6 3-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Gasquet R.,Granollers M.,Gasquet R.,10,340,4-6 7-5 6-3 6-1
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Goffin D.,Roger-Vasselin E.,Goffin D.,11,186,6-4 6-0 6-3
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Herbert P.H.,Dzumhur D.,Herbert P.H.,81,87,3-6 7-6 7-6 6-2
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Karlovic I.,Lacko L.,Lacko L.,32,123,3-6 6-3 6-7 4-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Kuznetsov An.,Muller G.,Kuznetsov An.,42,39,6-3 6-4 6-4
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Lu Y.H.,Murray A.,Murray A.,76,2,3-6 2-6 1-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Millman J.,Paire B.,Millman J.,67,23,7-6 6-3 4-6 6-2
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Nishikori K.,Benneteau J.,Nishikori K.,6,547,4-6 6-4 6-4 6-2
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Novikov D.,Sousa J.,Sousa J.,145,31,4-6 4-6 6-3 4-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Querrey S.,Bellucci T.,Querrey S.,41,62,6-4 6-3 6-2
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Seppi A.,Raonic M.,Raonic M.,45,7,6-7 4-6 2-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Simon G.,Dimitrov G.,Dimitrov G.,20,37,3-6 6-7 6-4 4-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Sock J.,Haase R.,Sock J.,26,98,6-1 6-3 6-7 6-4
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Tomic B.,Albot R.,Tomic B.,19,110,7-6 6-3 6-7 6-3
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Troicki V.,Ramos-Vinolas A.,Ramos-Vinolas A.,27,36,6-3 3-6 3-6 6-2 3-6
Wimbledon,2016-06-30,Grand Slam,Outdoor,Grass,2nd Round,5,Vesely J.,Thiem D.,Vesely J.,64,8,7-6 7-6 7-6
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Becker B.,Berdych T.,Berdych T.,102,9,4-6 1-6 2-6
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Brown D.,Kyrgios N.,Kyrgios N.,85,18,7-6 1-6 6-2 4-6 4-6
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Del Potro J.M.,Wawrinka S.,Del Potro J.M.,165,5,3-6 6-3 7-6 6-3
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Isner J.,Barton M.,Isner J.,17,248,7-6 7-6 7-6
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Lopez F.,Fognini F.,Lopez F.,21,35,3-6 6-7 6-3 6-3 6-3
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Monaco J.,Tsonga J.W.,Tsonga J.W.,97,12,1-6 4-6 3-6
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,2nd Round,5,Young D.,Pouille L.,Pouille L.,69,30,4-6 3-6 3-6
Wimbledon,2016-07-01,Grand Slam,Outdoor,Grass,3rd Round,5,Evans D.,Federer R.,Federer R.,91,3,4-6 2-6 2-6
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,2nd Round,5,Zverev A.,Youzhny M.,Zverev A.,28,70,6-4 3-6 6-0 4-6 6-2
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Cilic M.,Lacko L.,Cilic M.,13,123,6-3 6-3 6-4
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Djokovic N.,Querrey S.,Querrey S.,1,41,6-7 1-6 6-3 6-7
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Istomin D.,Goffin D.,Goffin D.,116,11,4-6 3-6 6-2 1-6
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Johnson S.,Dimitrov G.,Johnson S.,29,37,6-7 7-6 6-4 6-2
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Kuznetsov An.,Nishikori K.,Nishikori K.,42,6,5-7 3-6 5-7
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Mahut N.,Herbert P.H.,Mahut N.,51,81,7-6 6-4 3-6 6-3
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Millman J.,Murray A.,Murray A.,67,2,3-6 5-7 2-6
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Raonic M.,Sock J.,Raonic M.,7,26,7-6 6-4 7-6
Wimbledon,2016-07-02,Grand Slam,Outdoor,Grass,3rd Round,5,Tomic B.,Bautista Agut R.,Tomic B.,19,15,6-2 6-4 6-4
Wimbledon,2016-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Isner J.,Tsonga J.W.,Tsonga J.W.,17,12,7-6 6-3 6-7 2-6 17-19
Wimbledon,2016-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Kyrgios N.,Lopez F.,Kyrgios N.,18,21,6-3 6-7 6-3 6-4
Wimbledon,2016-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Pouille L.,Del Potro J.M.,Pouille L.,30,165,6-7 7-6 7-5 6-1
Wimbledon,2016-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Ramos-Vinolas A.,Gasquet R.,Gasquet R.,36,10,6-2 6-7 2-6 3-6
Wimbledon,2016-07-03,Grand Slam,Outdoor,Grass,3rd Round,3,Vesely J.,Sousa J.,Vesely J.,64,31,6-2 6-2 7-5
Wimbledon,2016-07-03,Grand Slam,Outdoor,Grass,3rd Round,5,Zverev A.,Berdych T.,Berdych T.,28,9,3-6 4-6 6-4 1-6
Wimbledon,2016-07-04,Grand Slam,Outdoor,Grass,4th Round,5,Goffin D.,Raonic M.,Raonic M.,11,7,6-4 6-3 4-6 4-6 4-6
Wimbledon,2016-07-04,Grand Slam,Outdoor,Grass,4th Round,5,Johnson S.,Federer R.,Federer R.,29,3,2-6 3-6 5-7
Wimbledon,2016-07-04,Grand Slam,Outdoor,Grass,4th Round,5,Kyrgios N.,Murray A.,Murray A.,18,2,5-7 1-6 4-6
Wimbledon,2016-07-04,Grand Slam,Outdoor,Grass,4th Round,5,Pouille L.,Tomic B.,Pouille L.,30,19,6-4 4-6 3-6 6-4 10-8
Wimbledon,2016-07-04,Grand Slam,Outdoor,Grass,4th Round,5,Querrey S.,Mahut N.,Querrey S.,41,51,6-4 7-6 6-4
Wimbledon,2016-07-05,Grand Slam,Outdoor,Grass,4th Round,5,Berdych T.,Vesely J.,Berdych T.,9,64,4-6 6-3 7-6 6-7 6-3
Wimbledon,2016-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Cilic M.,Federer R.,Federer R.,13,3,7-6 6-4 3-6 6-7 3-6
Wimbledon,2016-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Murray A.,Tsonga J.W.,Murray A.,2,12,7-6 6-1 3-6 4-6 6-1
Wimbledon,2016-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Pouille L.,Berdych T.,Berdych T.,30,9,6-7 3-6 2-6
Wimbledon,2016-07-06,Grand Slam,Outdoor,Grass,Quarterfinals,5,Raonic M.,Querrey S.,Raonic M.,7,41,6-4 7-5 5-7 6-4
Wimbledon,2016-07-08,Grand Slam,Outdoor,Grass,Semifinals,5,Federer R.,Raonic M.,Raonic M.,3,7,3-6 7-6 6-4 5-7 3-6
Wimbledon,2016-07-08,Grand Slam,Outdoor,Grass,Semifinals,5,Murray A.,Berdych T.,Murray A.,2,9,6-3 6-3 6-3
Wimbledon,2016-07-10,Grand Slam,Outdoor,Grass,The Final,5,Raonic M.,Murray A.,Murray A.,7,2,4-6 6-7 6-7
German Tennis Championships,2016-07-11,ATP500,Outdoor,Clay,1st Round,3,Almagro N.,Satral J.,Almagro N.,44,206,6-3 3-6 6-2
German Tennis Championships,2016-07-11,ATP500,Outdoor,Clay,1st Round,3,Chardy J.,Gonzalez M.,Gonzalez M.,34,142,2-6 6-2 6-7
German Tennis Championships,2016-07-11,ATP500,Outdoor,Clay,1st Round,3,Cuevas P.,Mayer F.,Cuevas P.,24,77,6-4 6-3
German Tennis Championships,2016-07-11,ATP500,Outdoor,Clay,1st Round,3,Fabbiano T.,Kicker N.,Kicker N.,113,144,3-6 7-5 1-6
German Tennis Championships,2016-07-11,ATP500,Outdoor,Clay,1st Round,3,Melzer G.,Mathieu P.H.,Mathieu P.H.,108,66,4-6 6-7
German Tennis Championships,2016-07-11,ATP500,Outdoor,Clay,1st Round,3,Monteiro T.,Zverev M.,Monteiro T.,123,141,7-6 6-4
Hall of Fame Championships,2016-07-11,ATP250,Outdoor,Grass,1st Round,3,Donaldson J.,Young D.,Young D.,145,61,1-6 3-6
Hall of Fame Championships,2016-07-11,ATP250,Outdoor,Grass,1st Round,3,Lacko L.,Sela D.,Sela D.,98,65,3-6 2-6
Hall of Fame Championships,2016-07-11,ATP250,Outdoor,Grass,1st Round,3,Ram R.,Mcdonald M.,Ram R.,69,419,6-2 6-3
SkiStar Swedish Open,2016-07-11,ATP250,Outdoor,Clay,1st Round,3,Arvidsson I.,Bedene A.,Bedene A.,507,68,4-6 6-7
SkiStar Swedish Open,2016-07-11,ATP250,Outdoor,Clay,1st Round,3,Bagnis F.,Zopp J.,Bagnis F.,93,176,6-1 6-7 6-1
SkiStar Swedish Open,2016-07-11,ATP250,Outdoor,Clay,1st Round,3,Donskoy E.,Khachanov K.,Donskoy E.,79,104,3-6 7-6 6-3
German Tennis Championships,2016-07-12,ATP500,Outdoor,Clay,1st Round,3,De Schepper K.,Garcia-Lopez G.,Garcia-Lopez G.,159,56,7-5 2-6 6-7
German Tennis Championships,2016-07-12,ATP500,Outdoor,Clay,1st Round,3,Gimeno-Traver D.,Paire B.,Gimeno-Traver D.,156,23,7-5 3-6 6-4
German Tennis Championships,2016-07-12,ATP500,Outdoor,Clay,1st Round,3,Kohlschreiber P.,Berlocq C.,Kohlschreiber P.,22,87,6-3 6-7 6-3
German Tennis Championships,2016-07-12,ATP500,Outdoor,Clay,1st Round,3,Medvedev D.,Struff J.L.,Medvedev D.,215,86,6-4 5-7 6-4
German Tennis Championships,2016-07-12,ATP500,Outdoor,Clay,1st Round,3,Robert S.,Mayer L.,Robert S.,83,109,7-6 6-4
German Tennis Championships,2016-07-12,ATP500,Outdoor,Clay,1st Round,3,Sijsling I.,Klizan M.,Klizan M.,116,47,4-6 6-1 3-6
German Tennis Championships,2016-07-12,ATP500,Outdoor,Clay,1st Round,3,Youzhny M.,Olivo R.,Olivo R.,63,153,6-7 6-2 1-6
German Tennis Championships,2016-07-12,ATP500,Outdoor,Clay,1st Round,3,Zverev A.,Cervantes I.,Cervantes I.,27,82,5-7 6-7
Hall of Fame Championships,2016-07-12,ATP250,Outdoor,Grass,1st Round,3,Chiudinelli M.,Kuznetsov Al.,Chiudinelli M.,136,327,6-4 7-6
Hall of Fame Championships,2016-07-12,ATP250,Outdoor,Grass,1st Round,3,Dancevic F.,Harrison R.,Dancevic F.,254,158,6-4 6-4
Hall of Fame Championships,2016-07-12,ATP250,Outdoor,Grass,1st Round,3,Kozlov S.,Becker B.,Kozlov S.,169,96,6-1 6-2
Hall of Fame Championships,2016-07-12,ATP250,Outdoor,Grass,1st Round,3,Krajicek A.,Baker B.,Baker B.,129,546,2-6 6-3 2-6
Hall of Fame Championships,2016-07-12,ATP250,Outdoor,Grass,1st Round,3,Mannarino A.,Duckworth J.,Mannarino A.,55,202,6-7 7-6 7-6
Hall of Fame Championships,2016-07-12,ATP250,Outdoor,Grass,1st Round,3,Przysiezny M.,Groth S.,Groth S.,315,134,6-7 4-6
Hall of Fame Championships,2016-07-12,ATP250,Outdoor,Grass,1st Round,3,Thompson J.,Smith J.P.,Smith J.P.,88,173,4-6 4-6
Hall of Fame Championships,2016-07-12,ATP250,Outdoor,Grass,1st Round,3,Weintraub A.,Sugita Y.,Sugita Y.,216,107,6-4 3-6 2-6
SkiStar Swedish Open,2016-07-12,ATP250,Outdoor,Clay,1st Round,3,Arnaboldi A.,Trungelliti M.,Arnaboldi A.,230,127,2-6 6-4 6-3
SkiStar Swedish Open,2016-07-12,ATP250,Outdoor,Clay,1st Round,3,Carballes Baena R.,Berrer M.,Carballes Baena R.,106,119,7-5 7-5
SkiStar Swedish Open,2016-07-12,ATP250,Outdoor,Clay,1st Round,3,Daniel T.,Zeballos H.,Daniel T.,117,72,6-4 6-2
SkiStar Swedish Open,2016-07-12,ATP250,Outdoor,Clay,1st Round,3,Laaksonen H.,Verdasco F.,Verdasco F.,166,59,3-6 2-6
SkiStar Swedish Open,2016-07-12,ATP250,Outdoor,Clay,1st Round,3,Lamasine T.,Hemery C.,Hemery C.,190,378,4-6 6-4 3-6
SkiStar Swedish Open,2016-07-12,ATP250,Outdoor,Clay,1st Round,3,Lindell C.,Elias G.,Elias G.,326,89,1-6 4-6
SkiStar Swedish Open,2016-07-12,ATP250,Outdoor,Clay,1st Round,3,Montanes A.,Ymer E.,Montanes A.,125,155,6-4 6-2
SkiStar Swedish Open,2016-07-12,ATP250,Outdoor,Clay,1st Round,3,Munoz De La Nava D.,Brown D.,Brown D.,133,101,2-6 6-7
SkiStar Swedish Open,2016-07-12,ATP250,Outdoor,Clay,1st Round,3,Simonsson F.,Soderlund C.,Soderlund C.,674,479,3-6 6-3 6-7
German Tennis Championships,2016-07-13,ATP500,Outdoor,Clay,2nd Round,3,Cuevas P.,Monteiro T.,Cuevas P.,24,123,6-2 6-3
German Tennis Championships,2016-07-13,ATP500,Outdoor,Clay,2nd Round,3,Gonzalez M.,Olivo R.,Olivo R.,142,153,3-6 4-6
German Tennis Championships,2016-07-13,ATP500,Outdoor,Clay,2nd Round,3,Kicker N.,Kohlschreiber P.,Kohlschreiber P.,144,22,6-4 1-6 2-6
German Tennis Championships,2016-07-13,ATP500,Outdoor,Clay,2nd Round,3,Mathieu P.H.,Almagro N.,Mathieu P.H.,66,44,4-6 7-6 7-5
Hall of Fame Championships,2016-07-13,ATP250,Outdoor,Grass,1st Round,3,Estrella Burgos V.,Novikov D.,Estrella Burgos V.,75,128,7-6 6-3
Hall of Fame Championships,2016-07-13,ATP250,Outdoor,Grass,2nd Round,3,Baker B.,Baghdatis M.,Baghdatis M.,546,43,4-6 3-6
Hall of Fame Championships,2016-07-13,ATP250,Outdoor,Grass,2nd Round,3,Chiudinelli M.,Smith J.P.,Chiudinelli M.,136,173,1-6 6-3 6-3
Hall of Fame Championships,2016-07-13,ATP250,Outdoor,Grass,2nd Round,3,Dancevic F.,Karlovic I.,Karlovic I.,254,38,6-3 6-7 4-6
Hall of Fame Championships,2016-07-13,ATP250,Outdoor,Grass,2nd Round,3,Johnson S.,Sugita Y.,Johnson S.,25,107,6-1 6-4
Hall of Fame Championships,2016-07-13,ATP250,Outdoor,Grass,2nd Round,3,Kozlov S.,Young D.,Young D.,169,61,0-6 4-6
Hall of Fame Championships,2016-07-13,ATP250,Outdoor,Grass,2nd Round,3,Sela D.,Ram R.,Sela D.,65,69,6-3 6-4
SkiStar Swedish Open,2016-07-13,ATP250,Outdoor,Clay,2nd Round,3,Bagnis F.,Granollers M.,Bagnis F.,93,45,7-5 6-3
SkiStar Swedish Open,2016-07-13,ATP250,Outdoor,Clay,2nd Round,3,Carballes Baena R.,Ramos-Vinolas A.,Ramos-Vinolas A.,106,35,6-7 3-6
SkiStar Swedish Open,2016-07-13,ATP250,Outdoor,Clay,2nd Round,3,Donskoy E.,Arnaboldi A.,Arnaboldi A.,79,230,3-6 2-6
